"套餐类型","套餐ID","套餐名称","套餐生效","失效时间","201905账期出账金额","201905账期出账用户数"
"BSS移动","99005044","WCDMA(3G)-46元基本套餐A","2010/12/1","2050/1/1","120008.02","2050"
"BSS移动","81006961","灵通升级-2G大众通B","2009/9/9","2050/1/1","2497.22","91"
"BSS移动","82990021","行业应用共享流量专网无线上网卡20元成员套餐","2010/12/14 21:05:54","2050/12/31","93632.7","4681"
"BSS移动","99003994","WCDMA(3G)-无线上网卡3GB半年套餐(OCS)","2010/12/1","2050/1/1","0","0"
"BSS移动","81001573","市区版亲情在线（无线宽带版A）","2010/11/1","2050/1/1","0","0"
"BSS移动","81001581","过渡用无线宽带产品","2010/11/1","2050/1/1","0","0"
"BSS移动","80010032","灵通升级-2G网优15元","2009/9/9","2050/1/1","109038.59","5072"
"BSS移动","87990031","WCDMA(3G)-无线上网卡日封顶套餐","2010/10/1","2050/1/1","0","0"
"BSS移动","99005811","集团专属3G标准产品-大流量数据卡50元包800M定向流量套餐","2012/8/1","2050/1/1","8963.3","179"
"BSS移动","99005812","集团专属3G标准产品-大流量数据卡60元包1GB定向流量套餐","2012/8/1","2050/1/1","900","15"
"BSS移动","99005815","集团专属3G标准产品-大流量数据卡150元包5GB定向流量套餐","2012/8/1","2050/1/1","7500","50"
"BSS移动","87990042","行业应用大流量本地无线上网卡B2套餐 月租135元","2012/8/1","2050/1/1","17175","81"
"BSS移动","99104722","预付费沃派36元套餐(2012标准版)","2012/7/1","2050/12/31","23430.6","387"
"BSS移动","99102144","3G-预付费HSPA+无线上网卡150元套餐（省分）","2012/4/1","2050/1/1","0","0"
"BSS移动","99102163","3G-预付费HSPA+无线上网卡300元套餐（省分）","2012/4/1","2050/1/1","0","0"
"BSS移动","80995885","WCDMA(3G)-36元新少年套餐(校园融合201版)","2012/4/1","2050/12/31","0","0"
"BSS移动","99104646","3G预付费20元套餐产品包2","2012/7/1","2050/12/31","0","0"
"BSS移动","87990249","本地480元包半年18G上网卡(OCS)","2012/1/1","2050/1/1","240","3"
"BSS移动","88103442","国寿E家0元0M集团3G专用数据卡","2012/6/1","2050/12/31","0","0"
"BSS移动","82990048","行业应用共享流量专网无线上网卡产品A4套餐3G成员产品","2012/2/1","2050/12/31","0","0"
"BSS移动","80001370","亲情随身竞争资费市区29元2G成员产品","2012/8/10","2050/12/31","34704.15","1654"
"BSS移动","88110503","3G车沃通-15套餐B","2013/8/1","2050/12/31","0","0"
"BSS移动","88110504","3G车沃通-15套餐C","2013/8/1","2050/12/31","0","0"
"BSS移动","88108743","广告传媒行业数据卡专属套餐1-5元","2013/5/1","2050/1/1","0","0"
"BSS移动","80001174","韩国定向卡","2013/11/1","2050/12/31","0","0"
"BSS移动","99114170","天津2G/3G融合-126元套餐-预付费","2013/10/1","2050/12/31","544.96","2"
"BSS移动","87990066","日本樱花国际漫游上网卡30日卡(OCS)","2014/1/1","2050/1/1","0","0"
"BSS移动","82990055","行业应用共享流量专网无线上网卡产品A7套餐成员产品","2014/4/1","2050/12/31","0","0"
"BSS移动","23000522","灵通升级-2G 50元本网语音任性用（转产品）","2014/3/1","2050/12/31","2125","88"
"BSS移动","23000521","灵通升级-2G 50元本网语音任性用","2014/3/1","2050/12/31","16592","349"
"BSS移动","88109624","行业应用42元包1GB定向数据流量","2014/3/1","2050/1/1","0","0"
"BSS移动","80001175","小区短信A类产品","2014/6/1","2050/12/31","0","0"
"BSS移动","88116064","天津市财政局行业专属-250元包7G国内定向数据卡套餐","2014/7/1","2050/12/31","0","0"
"BSS移动","88117511","邮政集团专属51元3G套餐","2014/9/1","2050/12/31","0","0"
"BSS移动","23000535","迁网不改号-2G 35元包1000分钟","2014/12/1","2050/12/31","0","0"
"BSS移动","23000536","迁网不改号-2G 50元包2000分钟","2014/12/1","2050/12/31","0","0"
"BSS移动","23000526","迁网不改号-2G 亲情套餐50元包1000分钟","2014/10/1","2050/12/31","0","0"
"BSS移动","23000527","迁网不改号-2G 集团50包月","2014/10/1","2050/12/31","0","0"
"BSS移动","82990083","行业应用电动车行业专属年付费上网卡-后付费","2015/6/1","2050/12/31","0","0"
"BSS移动","82990090","集团专属3G标准产品-小流量数据卡5元包20M（套内封顶）定向流量套餐","2015/7/1","2050/12/31","320","64"
"BSS移动","82998713","集客专属-4G企业套餐","2016/1/1","2050/12/31","28235.53","3048"
"BSS移动","82998731","老年关护卡-20元4G本地行业套餐（已升级为全国流量）（已升级为全国流量）","2016/7/1","2050/12/31","0","0"
"BSS移动","82998732","老年关护卡-10元4G本地行业套餐（已升级为全国流量）（已升级为全国流量）","2016/7/1","2050/12/31","0","0"
"BSS移动","82971057","本地版共享套餐-2G移动成员套内产品(区县)","2016/8/1","2050/12/31","242822.11","8657"
"BSS移动","99006230","流量王-76元档套餐（预付费）","2016/10/1","2050/12/31","0","0"
"BSS移动","99006231","流量日租卡套餐(OCS)","2016/10/1","2050/12/31","0","0"
"BSS移动","99006232","流量王-96元档套餐（预付费）","2016/12/1","2050/12/31","0","0"
"BSS移动","99006234","流量王-56元档套餐（后付费）","2016/12/1","2050/12/31","56","1"
"BSS移动","88124301","4G本地套餐-39元","2017/3/1","2050/12/31","2359882.82","43945"
"BSS移动","88123417","畅爽全国冰激凌套餐398元","2017/5/1","2050/12/31","1337578.52","4052"
"BSS移动","99118469","沃派36元流量王套餐","2017/7/1","2050/12/31","1149122.67","33015"
"BSS移动","99118470","沃派56元流量王套餐","2017/7/1","2050/12/31","6453.28","93"
"BSS移动","99118472","日租卡","2017/7/1","2050/12/31","0","0"
"BSS移动","80010519","积木套餐","2017/10/1","2050/1/1","216113.92","5625"
"BSS移动","80010042","冰激凌副卡","2017/12/27 22:44:13","2050/1/1","18.95","2"
"BSS移动","88123447","畅爽冰激凌98元档（天津本地任性用版）","2018/3/1","2050/12/31","182982.44","1932"
"BSS移动","13000000","畅爽冰激凌套餐-99元/月（政企）","2019/1/1","2050/12/31","219811.14","3614"
"BSS移动","23000541","迁网不改号-2G 集团50包月（新）","2018/8/1","2050/12/31","0","0"
"BSS移动","23000543","迁网不改号-2G 50元包2000分钟（新）","2018/8/1","2050/12/31","0","0"
"BSS移动","30000029","商旅自由行(07漫游)","2007/8/9","2050/1/1","0","0"
"BSS移动","30000036","吉祥卡(蓟县)","2006/9/11","2050/1/1","4204.26","107"
"BSS移动","10000050","单向喜相逢蓟县卡","2004/4/12","2050/1/1","0","0"
"BSS移动","10000027","喜相逢滨海卡","2003/1/17","2050/1/1","1967.78","36"
"BSS移动","20000012","校园套餐（新DIY）","2009/1/14","2050/1/1","20","1"
"BSS移动","20000002","GSMUp新势力B卡（双模）","2006/6/1","2050/1/1","0","0"
"BSS移动","30000032","吉祥卡(静海)","2006/9/11","2050/1/1","2671.7","95"
"BSS移动","10000035","喜相逢宁河卡","2003/1/17","2050/1/1","618.2","17"
"BSS移动","20000014","UP新势力B卡(G网)","2005/3/10","2050/1/1","212","6"
"BSS移动","10000003","GSM单向员工卡（双模）","2006/6/1","2050/1/1","0","0"
"BSS移动","40000039","滨海长途王卡","2004/7/9","2050/1/1","0","0"
"BSS移动","30000012","本地预付休闲卡","2002/7/17","2050/1/1","5582.91","541"
"BSS移动","40000009","天分折扣方案1(150元)","2002/7/17","2050/1/1","0","0"
"BSS移动","40000048","GSM校园短信通","2008/8/20","2050/1/1","0","0"
"BSS移动","10000019","关系卡","2002/5/23","2050/1/1","275.7","2"
"BSS移动","30000044","GSM石化10套餐","2006/11/1","2050/1/1","14680.64","820"
"BSS移动","10000036","喜相逢武清卡","2003/1/17","2050/1/1","1612.18","29"
"BSS移动","30000024","蓟县电厂员工套餐","2006/9/15","2050/1/1","362.96","10"
"BSS移动","10000096","GSM工薪卡78","2005/5/20","2050/1/1","0","0"
"BSS移动","10000056","拥军卡","2002/7/17","2050/1/1","679.01","13"
"BSS移动","40000016","员工卡4(无折扣)","2002/7/17","2050/1/1","0","0"
"BSS移动","10000071","GSM心连心98（双模）","2005/7/15","2050/1/1","0","0"
"BSS移动","30000048","共享时长（区县）","2009/7/1","2050/1/1","94480.33","2749"
"BSS移动","30000009","智能网大众卡(30元初始话费-整号)","2007/6/12","2050/1/1","0","0"
"BSS移动","99000225","3G-基本套餐226","2000/1/1","2050/1/1","0","0"
"BSS移动","99002132","3G-套餐减半143","2000/1/1","2050/1/1","0","0"
"BSS移动","99002308","WCDMA(3G)-226元iPhone套餐","2000/1/1","2050/1/1","17997.94","74"
"BSS移动","99002144","WCDMA(3G)-386元基本套餐-A","2009/9/9","2050/1/1","460213.43","1386"
"BSS移动","78000033","WCDMA(3G)-386元基本套餐A(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","78000038","WCDMA(3G)-156元iPhone套餐(OCS)","2000/1/1","2050/1/1","0","0"
"BSS移动","78000046","WCDMA(3G)-无线上网卡150元套餐(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","81090013","商机在沃-3G手机套餐126月租-成员套餐","2009/12/29","2050/1/1","103585.22","750"
"BSS移动","99003572","WCDMA(3G)-96元iPhone套餐","2000/1/1","2050/1/1","17003.18","155"
"BSS移动","85000053","GSM公务50套餐（军旅版）","2009/2/1","2050/1/1","337.48","5"
"BSS移动","87990049","单卡本地OCS上网卡200元","2009/9/9","2050/1/1","0","0"
"BSS移动","87990028","行业应用本地无线上网卡80元基础套餐","2009/9/9","2050/1/1","163812.3","2008"
"BSS移动","82990002","上网卡30元(组合使用)","2010/7/27 21:15:03","2050/12/31","0","0"
"BSS移动","82990004","上网卡30元(G360开户使用)","2010/7/27 21:15:05","2050/12/31","0","0"
"BSS移动","85002038","亲情套餐3G上网卡","2010/9/28 17:30:34","2050/12/31","88","4"
"BSS移动","23000113","共享时长(1+1+1+2)市区89元ADSL限时套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000117","共享时长(1+0+1+3)区县69元套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000123","共享时长(1+0+1+1)市区89元套餐灵通升级2G","2011/4/1","2050/12/31","46","2"
"BSS移动","23000150","共享时长(1+1+1+2)区县49元ADSL包月灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23001106","灵通升级-亲情无线区县(134元)","2011/4/1","2050/12/31","36.97","1"
"BSS移动","89990063","2GOCS新势力市话套餐","2011/10/1","2050/1/1","1500.18","12"
"BSS移动","23001110","灵通升级-亲情无线市区B(76元)","2011/4/1","2050/12/31","1368.86","84"
"BSS移动","23001115","灵通升级-市区亲情1+生活套餐小灵通","2011/4/1","2050/12/31","0","0"
"BSS移动","87990053","本地无线上网卡每月80元包5GB","2011/11/1","2050/1/1","23041.5","288"
"BSS移动","23000161","灵通升级-2G灵通大众卡","2011/11/1","2050/12/31","0","0"
"BSS移动","89990078","2GOCS吉祥卡(汉沽)","2011/10/1","2050/1/1","50.9","2"
"BSS移动","80995884","WCDMA(3G)-36元新少年套餐","2011/8/1","2050/12/31","73977.58","1223"
"BSS移动","89990074","2GOCS老如意通","2011/11/1","2050/1/1","461.9","46"
"BSS移动","85002036","WCDMA(3G)-无线上网卡80元套餐(无封顶)","2011/8/1","2050/12/31","0","0"
"BSS移动","81002951","灵通升级—2G亲情套餐20元（150）","2009/9/9","2050/1/1","70731.52","3090"
"BSS移动","81002953","灵通升级—2G亲情套餐30元（500）","2009/9/9","2050/1/1","598928.02","18138"
"BSS移动","82990025","行业应用共享流量专网无线上网卡65元成员套餐","2010/11/1","2050/12/31","0","0"
"BSS移动","82961008","亲情随身手机版79元2G成员产品(区县)","2011/1/1","2050/12/31","16407.6","336"
"BSS移动","81001575","市区版亲情在线（无线宽带版C）","2010/11/1","2050/1/1","0","0"
"BSS移动","99005975","3G-46元预付费套餐A(OCS)","2011/5/1","2050/12/31","897.84","17"
"BSS移动","99005798","集团专属3G标准产品-小流量数据卡3元包12M定向流量套餐","2012/8/1","2050/1/1","7892.47","2527"
"BSS移动","99005801","集团专属3G标准产品-小流量数据卡15元包100M定向流量套餐","2012/8/1","2050/1/1","180","12"
"BSS移动","99005817","集团专属3G标准产品-大流量数据卡300元包15GB定向流量套餐","2012/8/1","2050/1/1","4305.2","8"
"BSS移动","99104723","后付费沃派36元套餐(2012标准版)","2012/7/1","2050/12/31","284149.22","4051"
"BSS移动","99102164","3G-预付费HSPA+无线上网卡学生套餐（省分）","2012/4/1","2050/1/1","0","0"
"BSS移动","82990047","行业应用共享流量专网无线上网卡产品A4套餐2G成员产品","2012/2/1","2050/12/31","0","0"
"BSS移动","82990049","行业应用共享流量专网无线上网卡产品A4套餐5G成员产品","2012/2/1","2050/12/31","0","0"
"BSS移动","87990060","WCDMA(3G)-无线上网卡480元半年漫游版套餐(OCS)","2013/7/1","2050/1/1","0","0"
"BSS移动","99108524","96元3G预付费套餐C","2013/2/1","2050/12/31","0","0"
"BSS移动","99114165","天津2G/3G融合-46元套餐-后付费","2013/10/1","2050/12/31","15405.66","216"
"BSS移动","99112882","预付费沃派56元套餐","2013/8/1","2050/12/31","229.67","2"
"BSS移动","88115163","3G车沃通-95元套餐B","2014/6/1","2050/12/31","0","0"
"BSS移动","88117509","邮政集团专属35元3G套餐","2014/9/1","2050/12/31","0","0"
"BSS移动","88117512","邮政集团专属78元3G套餐","2014/9/1","2050/12/31","0","0"
"BSS移动","88117518","邮政集团专属3元包15M省内定向流量套餐","2014/9/1","2050/12/31","0","0"
"BSS移动","23000524","迁网不改号-2G 亲情套餐20元包200分钟","2014/10/1","2050/12/31","0","0"
"BSS移动","87990087","国人快线“信天游”专用预付费半年卡150元套餐","2014/10/1","2050/1/1","0","0"
"BSS移动","82990087","行业应用共享流量上网卡A5套餐成员产品","2015/7/1","2050/12/31","2050","41"
"BSS移动","87990088","国人快线“信天游”专用预付费半年卡200元套餐","2015/7/1","2050/1/1","0","0"
"BSS移动","82990190","广告传媒行业上网卡15元1G本地定向","2015/11/1","2050/12/31","0","0"
"BSS移动","88120378","苏宁物流自提柜小流量32元包1GB国内公网流量套餐","2016/3/1","2050/12/31","0","0"
"BSS移动","82998722","集客4G本地行业套餐100元（已升级为全国流量）（已升级为全国流量）","2016/4/1","2050/12/31","33866.73","373"
"BSS移动","82990272","行业应用财政局CA套餐2-预付费","2016/6/1","2050/12/31","0","0"
"BSS移动","88123407","4G全国套餐-76元","2016/7/1","2050/12/31","3020.57","43"
"BSS移动","88123408","4G全国套餐-106元","2016/7/1","2050/12/31","33045.31","316"
"BSS移动","13000001","畅爽冰激凌套餐-129元/月（政企）","2019/1/1","2050/12/31","28881.09","274"
"BSS移动","30000001","老如意通","2007/9/11 21:24:55","2050/1/1","0","0"
"BSS移动","10000040","俱进卡","2003/6/25","2050/1/1","444.8","8"
"BSS移动","30000016","GSM话吧","2003/2/24","2050/1/1","444.5","109"
"BSS移动","10000012","漫游卡三代","2002/5/23","2050/1/1","0","0"
"BSS移动","10000018","吉祥卡","2002/5/23","2050/1/1","0","0"
"BSS移动","40000045","至尊卡","2006/4/16","2050/1/1","0","0"
"BSS移动","10000084","GSM公务95套餐（双模）","2007/7/5","2050/1/1","0","0"
"BSS移动","10000038","喜相逢蓟县卡","2003/1/17","2050/1/1","629.9","14"
"BSS移动","10000023","军民卡","2002/7/17","2050/1/1","836.2","16"
"BSS移动","40000034","休闲卡二代","2002/9/12","2050/1/1","0","0"
"BSS移动","20000003","G校园套餐（DIY）","2006/4/10","2050/1/1","4417.52","145"
"BSS移动","10000111","公务卡78短信版","2005/4/15","2050/1/1","0","0"
"BSS移动","10000120","GSM公务75套餐","2006/11/1","2050/1/1","12338.28","107"
"BSS移动","20000010","校园时尚卡","2002/10/24","2050/1/1","0","0"
"BSS移动","10000058","GSM天使卡","2003/4/23","2050/1/1","582.25","15"
"BSS移动","20000008","校园新休闲A卡","2004/9/22","2050/1/1","30","1"
"BSS移动","40000035","时运卡(SYK)","2002/11/6","2050/1/1","0","0"
"BSS移动","10000090","至尊298","2007/1/1","2050/1/1","0","0"
"BSS移动","10000031","喜相逢津南卡","2003/1/17","2050/1/1","713.9","18"
"BSS移动","40000038","滨海市话王-河南卡","2004/7/9","2050/1/1","0","0"
"BSS移动","30000022","休闲员工卡","2004/1/1","2050/1/1","0","0"
"BSS移动","10000100","GSM大港单向卡","2005/5/20","2050/1/1","78.2","2"
"BSS移动","40000050","MTI","1997/9/22","2004/1/1","0","0"
"BSS移动","40000022","如意通二代","2002/7/17","2050/1/1","0","0"
"BSS移动","10000104","GSM北辰单向卡","2005/5/20","2050/1/1","0","0"
"BSS移动","10000005","GSM漫游卡300（双模）","2006/6/1","2050/1/1","0","0"
"BSS移动","10000103","GSM西青单向卡","2005/5/20","2050/1/1","0","0"
"BSS移动","99002310","WCDMA(3G)-386元iPhone套餐","2000/1/1","2050/1/1","221369.44","604"
"BSS移动","99002145","WCDMA(3G)-586元基本套餐-A","2009/9/9","2050/1/1","132608.45","289"
"BSS移动","80004866","共享时长手机(普通)","2009/8/22","2050/12/31","0","0"
"BSS移动","78000003","WCDMA(3G)-286元基本套餐A(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","78000017","WCDMA(3G)-126元基本套餐A(OCS)","2009/9/9","2050/1/1","0","0"
"BSS移动","78000042","WCDMA(3G)-386元iPhone套餐(OCS)","2000/1/1","2050/1/1","0","0"
"BSS移动","78000044","WCDMA(3G)-886元iPhone套餐(OCS)","2000/1/1","2050/1/1","0","0"
"BSS移动","31090006","吉祥卡(蓟县)(长话一费制)","2009/12/30","2050/12/31","3083.98","90"
"BSS移动","87990051","1200元本地OCS上网卡150元","2009/9/9","2050/1/1","0","0"
"BSS移动","85000043","校园部落Femto上网卡（20元）","2010/2/23","2050/12/31","0","0"
"BSS移动","23000103","共享时长(1+0+1+2)区县69元灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000128","共享时长(1+0+1+2)区县89元套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000132","共享时长(1+0+1+3)区县39元套餐灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000138","共享时长(1+1+1+1)市区69元ADSL限时灵通升级2G","2011/4/1","2050/12/31","0","0"
"BSS移动","23000149","共享时长(1+1+1+2)区县39元ADSL包月灵通升级2G","2011/4/1","2050/12/31","0","0"
